method,model_size,num_params,seed,retained,data_label,label_class,loss,compute_ratio,source
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,code-lisp,retain,0.839667022228241,0.8300593022309857,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,core,core,1.8849174976348877,0.9415525035234634,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-biology,retain,2.370889186859131,0.9610962995678665,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-cyber,retain,2.6427454948425293,0.989306023048427,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber,papers-nuclear,forget,2.8155508041381836,0.6653864381241641,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,code-lisp,retain,0.8421316742897034,0.8200244635652483,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,core,core,1.891491413116455,0.9083562763131855,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,2.37496280670166,0.9454429362641054,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,2.650390863418579,0.9580126001322247,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,2.7261533737182617,0.9630369806421913,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-nuclear,code-lisp,retain,0.8398785591125488,0.8291920181646337,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-nuclear,core,core,1.8883882761001587,0.9238618316746157,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-nuclear,papers-biology,retain,2.3714845180511475,0.9587907467752371,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-nuclear,papers-cyber,forget,2.7047247886657715,0.7646252556328302,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-biology+papers-nuclear,papers-nuclear,retain,2.721168279647827,0.983493930822875,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-cyber+papers-nuclear,code-lisp,retain,0.840225100517273,0.8277736770279472,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-cyber+papers-nuclear,core,core,1.8873363733291626,0.9291842407296848,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-cyber+papers-nuclear,papers-biology,forget,2.4524741172790527,0.6957750912748404,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-cyber+papers-nuclear,papers-cyber,retain,2.6458518505096436,0.9764577250659909,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,code-lisp+core+papers-cyber+papers-nuclear,papers-nuclear,retain,2.7222468852996826,0.9790276499459263,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core,code-lisp,forget,1.669293999671936,0.05508405294879556,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core,core,core,1.8800673484802246,0.9669052477080389,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core,papers-biology,forget,2.455561637878418,0.6874842075721732,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core,papers-cyber,forget,2.7042410373687744,0.766144356340353,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core,papers-nuclear,forget,2.825725555419922,0.6385162597402383,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology,code-lisp,forget,1.6558454036712646,0.056669426863565575,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology,core,core,1.8812941312789917,0.9604219670548011,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology,papers-biology,retain,2.367410659790039,0.974691853153964,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology,papers-cyber,forget,2.704594612121582,0.7650337157115001,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology,papers-nuclear,forget,2.81837797164917,0.6577972900165996,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology+papers-cyber+papers-nuclear,code-lisp,forget,1.621358871459961,0.06105569134708272,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology+papers-cyber+papers-nuclear,core,core,1.8878759145736694,0.9264500458373057,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology+papers-cyber+papers-nuclear,papers-biology,retain,2.372265577316284,0.9557752664853727,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology+papers-cyber+papers-nuclear,papers-cyber,retain,2.6475446224212646,0.9695335409863519,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-biology+papers-cyber+papers-nuclear,papers-nuclear,retain,2.7232885360717773,0.9747355047229094,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-cyber,code-lisp,forget,1.648428201675415,0.057572815889820335,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-cyber,core,core,1.8802757263183594,0.9658006095958287,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-cyber,papers-biology,forget,2.454073667526245,0.6914659513104051,arbsub/800M/seed_2/grmoe/stats.jsonl
grmoe,800M,806509504,seed_2,core+papers-cyber,papers-cyber,retain,2.637220859527588,1.0126185269047423,arbsub/800M/seed_2/grmoe/stats.jsonl
