method,model_size,num_params,seed,aux,titration,data_label,label_class,loss,compute_ratio,source
lora,800M,806509504,seed_1,papers-nuclear,0.0,papers-nuclear,aux,2.842280387878418,0.5973188471915106,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.25,core,core,1.8707294464111328,1.0178714752914735,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.25,papers-nuclear,aux,2.7960751056671143,0.7203641025118743,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.5,core,core,1.8721641302108765,1.0098512996769922,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.5,papers-nuclear,aux,2.758835554122925,0.8399535294815237,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.75,core,core,1.8756115436553955,0.9908638679273625,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,0.75,papers-nuclear,aux,2.732849597930908,0.9362894455828191,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,1.0,core,core,1.8813011646270752,0.9603849363228592,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_1,papers-nuclear,1.0,papers-nuclear,aux,2.7183408737182617,0.9953080791399831,titration/lora/800M/seed_1/20260626061518958831/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.0,code-lisp,aux,1.415392518043518,0.10092976893881944,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.0,core,core,1.8782962560653687,0.9763506888029907,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.25,code-lisp,aux,1.1830915212631226,0.2038784353295466,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.25,core,core,1.8787156343460083,0.9741049043635365,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.5,code-lisp,aux,0.9738606810569763,0.44980212148509974,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
lora,800M,806509504,seed_2,code-lisp,0.5,core,core,1.8809330463409424,0.9623252120067449,titration/lora/800M/seed_2/20260626061527914017/stats.jsonl
