method,seed,retained,data_label,label_class,elicited,loss,compute_ratio,source
FT-MoE,seed_2,core+papers-cyber,core,core,False,2.4301633834838867,0.8407661425090778,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-biology,elicited_forget,True,3.0540366172790527,0.9310909021860683,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-biology,elicited_forget,True,3.0580427646636963,0.9208336321954148,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-nuclear,papers-biology,elicited_forget,True,3.0561399459838867,0.9256896522265644,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-cyber,papers-biology,elicited_forget,True,3.0539865493774414,0.9312199051854118,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-biology,forget,False,3.1447818279266357,0.7271337093651051,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-biology,forget,False,3.1696715354919434,0.680354393205651,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-nuclear,papers-biology,forget,False,3.147686243057251,0.7214925207568319,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-cyber,papers-biology,forget,False,3.1483874320983887,0.7201380100624487,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-biology,papers-biology,retain,False,3.0827324390411377,0.8603537585328229,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-cyber,elicited_forget,True,3.3303284645080566,0.8861433790393743,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-cyber,elicited_forget,True,3.3359375,0.8714392494257834,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-biology,papers-cyber,elicited_forget,True,3.332181453704834,0.8812556054769914,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3309295177459717,0.8845546550792455,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-cyber,forget,False,3.391075849533081,0.7404324451976256,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-cyber,forget,False,3.4147136211395264,0.6910823171001105,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-biology,papers-cyber,forget,False,3.3966851234436035,0.7283778042822767,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-nuclear,papers-cyber,forget,False,3.399188756942749,0.7230676720099082,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-cyber,papers-cyber,retain,False,3.3455028533935547,0.8469824078256565,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-nuclear,elicited_forget,True,3.3729965686798096,0.9125969344139844,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-nuclear,elicited_forget,True,3.3782050609588623,0.8980025715785622,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-biology,papers-nuclear,elicited_forget,True,3.372596025466919,0.9137300415727768,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-cyber,papers-nuclear,elicited_forget,True,3.3728463649749756,0.9130216681104841,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core,papers-nuclear,forget,False,3.456430196762085,0.7071129221525275,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,code-lisp+core,papers-nuclear,forget,False,3.4823718070983887,0.6540727471996689,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-biology,papers-nuclear,forget,False,3.4545774459838867,0.71107883245816,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-cyber,papers-nuclear,forget,False,3.4569811820983887,0.7059382221490033,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_2,core+papers-nuclear,papers-nuclear,retain,False,3.395883321762085,0.8503528110896579,arch/100M/seed_2/20260527065853490953/stats.jsonl
FT-MoE,seed_3,core,code-lisp,elicited_forget,True,1.2670396566390991,0.7944429312703052,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,code-lisp,elicited_forget,True,1.2677909135818481,0.7925050899565493,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,code-lisp,elicited_forget,True,1.2691181898117065,0.7890958317512592,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,code-lisp,elicited_forget,True,1.2676657438278198,0.7928275508570802,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,code-lisp,forget,False,1.805138111114502,0.18686254206812813,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,code-lisp,forget,False,1.8055388927459717,0.18669507779440836,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,code-lisp,forget,False,1.8048126697540283,0.1869986666580843,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,code-lisp,forget,False,1.8061647415161133,0.186433952741916,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,code-lisp,retain,False,1.470703125,0.43048501095369524,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,core,core,False,2.4138193130493164,0.8907202808596041,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,core,core,False,2.432983875274658,0.8324680315618459,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,core,core,False,2.4196560382843018,0.8725078508593276,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,core,core,False,2.420783042907715,0.8690396289805513,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,core,core,False,2.4139328002929688,0.8903621197272873,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-biology,elicited_forget,True,3.062049388885498,0.9107020146965726,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-biology,elicited_forget,True,3.0668067932128906,0.8988342705336642,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,papers-biology,elicited_forget,True,3.062950611114502,0.9084403811398563,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,papers-biology,elicited_forget,True,3.0605969429016113,0.9143602879984589,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-biology,forget,False,3.1531453132629395,0.7110223198235835,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-biology,forget,False,3.1752305030822754,0.6703756300561305,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,papers-biology,forget,False,3.1547975540161133,0.7078872200237735,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,papers-biology,forget,False,3.154897689819336,0.7076977148596004,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,papers-biology,retain,False,3.08668851852417,0.851084448141925,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-cyber,elicited_forget,True,3.3337841033935547,0.8770522234861817,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-cyber,elicited_forget,True,3.3391427993774414,0.8631578973650901,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,papers-cyber,elicited_forget,True,3.3344850540161133,0.8752207685806258,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3323817253112793,0.8807291223396893,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-cyber,forget,False,3.3878705501556396,0.7474199327334623,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-cyber,forget,False,3.4096052646636963,0.7014304291028294,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,papers-cyber,forget,False,3.3942809104919434,0.7335177615223589,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,papers-cyber,forget,False,3.394230604171753,0.733625739533975,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,papers-cyber,retain,False,3.3468551635742188,0.8435865081123127,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-nuclear,elicited_forget,True,3.370192289352417,0.9205626751427355,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-nuclear,elicited_forget,True,3.3761520385742188,0.9037242809397334,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,papers-nuclear,elicited_forget,True,3.370793342590332,0.9188489167586038,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,papers-nuclear,elicited_forget,True,3.369441270828247,0.922708973233615,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core,papers-nuclear,forget,False,3.4497694969177246,0.721485457791907,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,code-lisp+core,papers-nuclear,forget,False,3.475961685180664,0.6667576489224932,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-biology,papers-nuclear,forget,False,3.4482169151306152,0.7248817654642259,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-cyber,papers-nuclear,forget,False,3.4487180709838867,0.7237835518030235,arch/100M/seed_3/20260527092657870351/stats.jsonl
FT-MoE,seed_3,core+papers-nuclear,papers-nuclear,retain,False,3.3880207538604736,0.8711924827112562,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_1,core,code-lisp,elicited_forget,True,1.2161458730697632,0.9407122024223937,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,code-lisp,elicited_forget,True,1.2154948711395264,0.9427918096791498,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,code-lisp,elicited_forget,True,1.2155698537826538,0.9425519876757493,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,code-lisp,elicited_forget,True,1.2147811651229858,0.9450783185410566,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,code-lisp,forget,False,1.5614733695983887,0.33690237407664225,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,code-lisp,forget,False,1.5636519193649292,0.3349885614293403,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,code-lisp,forget,False,1.5621243715286255,0.3363290427048347,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,code-lisp,forget,False,1.5620492696762085,0.3363951214873383,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,code-lisp,retain,False,1.4057867527008057,0.5180849007099849,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,core,core,False,2.416063070297241,0.883668998051554,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,core,core,False,2.4198293685913086,0.871973437325826,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,core,core,False,2.4175915718078613,0.8789013989460558,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,core,core,False,2.4167160987854004,0.8816285705213699,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,core,core,False,2.416116714477539,0.8835011837182972,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-biology,elicited_forget,True,3.0162758827209473,1.0343453718191649,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-biology,elicited_forget,True,3.0182290077209473,1.0286995570870578,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,papers-biology,elicited_forget,True,3.0168771743774414,1.032603543567128,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,papers-biology,elicited_forget,True,3.0169272422790527,1.0324586550028954,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-biology,forget,False,3.074519157409668,0.8799627121930393,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-biology,forget,False,3.0776243209838867,0.8724907436144407,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,papers-biology,forget,False,3.074518918991089,0.8799632886563606,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,papers-biology,forget,False,3.076021432876587,0.876338833214281,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,papers-biology,retain,False,3.0487279891967773,0.9448814441789583,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-cyber,elicited_forget,True,3.307692766189575,0.9483359036308252,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-cyber,elicited_forget,True,3.3096954822540283,0.9426430615789488,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,papers-cyber,elicited_forget,True,3.308293581008911,0.9466240682365188,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3072917461395264,0.9494803910786971,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-cyber,forget,False,3.3554189205169678,0.8224280885839359,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-cyber,forget,False,3.3604767322540283,0.8102081290084021,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,papers-cyber,forget,False,3.357271671295166,0.8179282144339749,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,papers-cyber,forget,False,3.3552186489105225,0.8229161378602378,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,papers-cyber,retain,False,3.343599557876587,0.851787594070703,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-nuclear,elicited_forget,True,3.344801664352417,0.996275530462195,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-nuclear,elicited_forget,True,3.3462538719177246,0.9917649977149642,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,papers-nuclear,elicited_forget,True,3.345252513885498,0.9948727863570035,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,papers-nuclear,elicited_forget,True,3.344951868057251,0.9958079546157325,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core,papers-nuclear,forget,False,3.410005807876587,0.8142870242351183,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,code-lisp+core,papers-nuclear,forget,False,3.414663314819336,0.8027651333860127,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-biology,papers-nuclear,forget,False,3.409254789352417,0.8161619285307172,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-cyber,papers-nuclear,forget,False,3.409705400466919,0.815036415622121,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_1,core+papers-nuclear,papers-nuclear,retain,False,3.3864681720733643,0.8753737669562033,arch/100M/seed_1/20260527043142471021/stats.jsonl
GR-LoRA,seed_2,core,code-lisp,elicited_forget,True,1.2134915590286255,0.9492274174893691,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,code-lisp,elicited_forget,True,1.213040828704834,0.9506829268388028,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,code-lisp,elicited_forget,True,1.2125650644302368,0.9522222982476399,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,code-lisp,elicited_forget,True,1.212965726852417,0.9509257181148981,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,code-lisp,forget,False,1.521409273147583,0.37468424248451976,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,code-lisp,forget,False,1.5228365659713745,0.3732492914872865,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,code-lisp,forget,False,1.5199568271636963,0.3761516096612463,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,code-lisp,forget,False,1.5206830501556396,0.3754170246746763,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,code-lisp,retain,False,1.3605643510818481,0.5925905825767569,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,core,core,False,2.4209375381469727,0.8685653964214791,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,core,core,False,2.4248995780944824,0.8565024333008862,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,core,core,False,2.4231112003326416,0.8619239309767779,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,core,core,False,2.4218173027038574,0.8658704399507178,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,core,core,False,2.420795440673828,0.869001562549895,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-biology,elicited_forget,True,3.0308995246887207,0.9929033669653304,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-biology,elicited_forget,True,3.033503532409668,0.9857212794889214,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,papers-biology,elicited_forget,True,3.031400442123413,0.9915172362766776,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,papers-biology,elicited_forget,True,3.0317509174346924,0.9905486995137767,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-biology,forget,False,3.0989584922790527,0.8230420123428543,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-biology,forget,False,3.1020631790161133,0.8161121868958142,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,papers-biology,forget,False,3.0992088317871094,0.822480794521111,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,papers-biology,forget,False,3.099308967590332,0.8222564279381351,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,papers-biology,retain,False,3.0808794498443604,0.8647344151385663,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-cyber,elicited_forget,True,3.3026843070983887,0.9627399295604633,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-cyber,elicited_forget,True,3.3044869899749756,0.9575278359787934,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,papers-cyber,elicited_forget,True,3.3039863109588623,0.9589723111352849,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,papers-cyber,elicited_forget,True,3.302884578704834,0.9621593382006743,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-cyber,forget,False,3.3487582206726074,0.8388330796510305,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-cyber,forget,False,3.3532650470733643,0.8276937960791175,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,papers-cyber,forget,False,3.3510115146636963,0.8332431283239887,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,papers-cyber,forget,False,3.3495593070983887,0.8368410103533503,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,papers-cyber,retain,False,3.3346855640411377,0.8746976515356963,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-nuclear,elicited_forget,True,3.353665828704834,0.9690910759187148,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-nuclear,elicited_forget,True,3.3549180030822754,0.965317211125975,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,papers-nuclear,elicited_forget,True,3.3546173572540283,0.9662218337107714,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,papers-nuclear,elicited_forget,True,3.3537662029266357,0.9687879649596547,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core,papers-nuclear,forget,False,3.42112398147583,0.787079019001949,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,code-lisp+core,papers-nuclear,forget,False,3.4255807399749756,0.7764553293259433,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-biology,papers-nuclear,forget,False,3.4219751358032227,0.7850377822541025,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-cyber,papers-nuclear,forget,False,3.4207231998443604,0.78804219869922,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_2,core+papers-nuclear,papers-nuclear,retain,False,3.405949831008911,0.8244694357795985,arch/100M/seed_2/20260527065853490953/stats.jsonl
GR-LoRA,seed_3,core,code-lisp,elicited_forget,True,1.2492238283157349,0.8421824606719984,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,code-lisp,elicited_forget,True,1.2479217052459717,0.8458103369048603,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,code-lisp,elicited_forget,True,1.248084545135498,0.8453555789249466,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,code-lisp,elicited_forget,True,1.2480218410491943,0.8455306545639506,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,code-lisp,forget,False,1.662184476852417,0.26110105092816976,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,code-lisp,forget,False,1.6634615659713745,0.2602863722956587,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,code-lisp,forget,False,1.6651391983032227,0.2592210581129204,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,code-lisp,forget,False,1.6640874147415161,0.2598883054395737,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,code-lisp,retain,False,1.496569275856018,0.40080553171744526,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,core,core,False,2.4032111167907715,0.9249249578682293,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,core,core,False,2.4065279960632324,0.9140741556509664,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,core,core,False,2.404461622238159,0.920817172463898,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,core,core,False,2.4043197631835938,0.9212821336104133,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,core,core,False,2.4031224250793457,0.9252170817928487,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-biology,elicited_forget,True,3.032151460647583,0.9894431018688329,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-biology,elicited_forget,True,3.034104347229004,0.9840724783757436,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-biology,elicited_forget,True,3.0327022075653076,0.9879251685050153,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-biology,elicited_forget,True,3.0325520038604736,0.9883388906600125,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-biology,forget,False,3.098557710647583,0.8239413924553796,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-biology,forget,False,3.101412296295166,0.8175595363535251,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-biology,forget,False,3.0983073711395264,0.8245037315615283,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-cyber,papers-biology,forget,False,3.09885835647583,0.8232666200786294,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-biology,retain,False,3.0786759853363037,0.8699763131071964,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-cyber,elicited_forget,True,3.3013319969177246,0.9666704597998763,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-cyber,elicited_forget,True,3.3039863109588623,0.9589723111352849,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-cyber,elicited_forget,True,3.301983118057251,0.9647757456989847,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-nuclear,papers-cyber,elicited_forget,True,3.3017828464508057,0.9653580834587238,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core,papers-cyber,forget,False,3.345102071762085,0.8479917487180194,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,code-lisp+core,papers-cyber,forget,False,3.3480567932128906,0.8405816365400431,arch/100M/seed_3/20260527092657870351/stats.jsonl
GR-LoRA,seed_3,core+papers-biology,papers-cyber,forget,False,3.3463540077209473,0.8448432419854497,arch/100M/seed_3/20260527092657870351/stats.jsonl
